Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
PURCHASE OF RICE,"PHP25,025",2020-03-26,2020-03-26,../Data/Files/Pr/160145189711776657575f74377953f3d_PR_rice.Pdf,2020-03-31,../Data/Files/Pr/160145189720366068715f743779a96fa_app_rice.Pdf,13,"Brgy. Igcalawagan, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP29,233",2020-03-26,2020-03-26,../Data/Files/Pr/160145200315389475215f7437e397d60_PR_goods.Pdf,2020-03-31,../Data/Files/Pr/160145200313156858395f7437e3cbddc_app_goods.Pdf,0,"Brgy. Igcalawagan, Tobias Fornier, Antique"
PURCHASE OF RICE / GOODS,"PHP64,424",2020-03-26,2020-03-31,../Data/Files/Pr/16014529684541965635f743ba8940e8_PR.Pdf,2020-03-31,../Data/Files/Pr/16014529692762941345f743ba959718_APP.Pdf,0,"Brgy. Manaling, Tobias Fornier, Antique"
PURCHASE OF RICE,"PHP25,200",2020-03-26,2020-03-31,../Data/Files/Pr/16014536741393844275f743e6ac4c9e_PR_rice.Pdf,2020-03-31,../Data/Files/Pr/1601453675776877105f743e6b18b67_APP_rice.Pdf,12,"Brgy. Nagsubuan, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP35,087",2020-03-26,2020-03-31,../Data/Files/Pr/16014537522072562235f743eb8911c2_PR_goods.Pdf,2020-03-31,../Data/Files/Pr/16014537527273412815f743eb8bbe45_APP_goods.Pdf,0,"Brgy. Nagsubuan, Tobias Fornier, Antique"
PURCHASE OR RICE,"PHP63,000",2020-03-25,2020-04-09,../Data/Files/Pr/160145435617475511735f7441145625c_PR Rice007.Pdf,2020-04-09,../Data/Files/Pr/160145435617033211295f74411484710_APP.Pdf,30,"Brgy. Paciencia, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP84,626.5",2020-03-25,2020-04-09,../Data/Files/Pr/1601454475433038355f74418b95f78_PR Goods002.Pdf,2020-04-09,../Data/Files/Pr/160145447514560435195f74418bbc0f7_APP.Pdf,0,"Brgy. Paciencia, Tobias Fornier, Antique"
Canned Goods (Sardines) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP176,000",2020-04-03,2020-04-03,../Data/Files/Pr/16014814622105616025f74aaf66a7f7_BGCM-04-01_PO.Pdf,2020-04-03,../Data/Files/Pr/16014814625739120525f74aaf6b9051_Notice Of Award - BGCM-04-01 (Sgd.).Pdf,"10,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP350,000",2020-04-07,2020-04-07,../Data/Files/Pr/16014814635284365335f74aaf7204b0_BGCM-04-02_PO.Pdf,2020-04-07,../Data/Files/Pr/160148146316683988515f74aaf7429e2_Notice Of Award - BGCM-04-02 (Sgd.).Pdf,200,"MUNICIPALITY OF GUAGUA, PAMPANGA"
Bologna (350kls) And Siomai (400kls) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP69,250",2020-04-29,2020-04-29,../Data/Files/Pr/160148146314295328735f74aaf77a6cb_BGCM-04-03_PO.Pdf,2020-04-29,../Data/Files/Pr/160148146320198873135f74aaf7b662a_Notice Of Award - BGCM-04-03 (Sgd.).Pdf,750,"MUNICIPALITY OF GUAGUA, PAMPANGA"
Powdered Milk (655g) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP240,000",2020-04-27,2020-04-27,../Data/Files/Pr/160148146311449149345f74aaf7df16a_BGCM-04-04_PO.Pdf,2020-04-27,../Data/Files/Pr/16014814645583225765f74aaf80e46b_Notice Of Award - BGCM-04-04 (Sgd.).Pdf,125,"MUNICIPALITY OF GUAGUA, PAMPANGA"
PURCHASE OF RICE,"PHP15,840",2020-03-25,2020-03-31,../Data/Files/Pr/160151128613000161575f751f76130e1_PR Rice009.Pdf,2020-03-31,../Data/Files/Pr/160151128618862089685f751f763d4f4_APP Rice002.Pdf,8,"Brgy. Igcabuad, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP42,090",2020-03-26,2020-03-31,../Data/Files/Pr/16015113852960460265f751fd9661e1_PR Goods008.Pdf,2020-03-31,../Data/Files/Pr/16015113859946101715f751fd98f4b4_APP Goods003.Pdf,0,"Brgy. Igcabuad, Tobias Fornier, Antique"
PURCHASE OF RICE & GOODS,"PHP69,603",2020-04-17,2020-05-01,../Data/Files/Pr/16015130233142879875f75263f8eae2_PR.Pdf,2020-05-01,../Data/Files/Pr/160151302321087452265f75263fe1eed_app.Pdf,1,"Brgy. Igdurarog, Tobias Fornier, Antique"
PURCHASE OF MEDICAL SUPPLIES,"PHP25,600",2020-06-24,2020-06-24,"../Data/Files/Pr/16015137682288481905f7529282dfa5_PO 25,600.Pdf",2020-06-24,"../Data/Files/Pr/16015137683965834845f7529285cd80_PO 25,600.Pdf",1,LOCAL GOVERNMENT OF LAUREL BATANGAS
PURCHASE OF RICE,"PHP23,880",2020-03-26,2020-03-31,../Data/Files/Pr/16015160735765629255f753229abb21_PR_RICE.Jpeg,2020-03-31,../Data/Files/Pr/16015160733777121835f753229d8cac_APP Rice006.Pdf,12,"Brgy. Igtugas, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP34,480",2020-03-25,2020-03-30,../Data/Files/Pr/160151620417059186405f7532ac39e39_PR.Jpeg,2020-03-30,../Data/Files/Pr/160151620412727394345f7532ac5648d_APP Goods003.Pdf,1,"Brgy. Igtugas, Tobias Fornier, Antique"
Powdered Milk (700g) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP618,800",2020-05-13,2020-05-13,../Data/Files/Pr/16015204791869829275f75435f68115_BGCM-04-05_PO.Pdf,2020-05-13,../Data/Files/Pr/160152047921105261405f75435f8f8ee_APP Supplemental (BGCM).Pdf,"2,800.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP1,000,000",2020-04-24,2020-04-24,../Data/Files/Pr/160152047911738134675f75435ff1d41_BGCM-04-06_PO.Pdf,2020-04-24,../Data/Files/Pr/16015204808349931145f75436023d5a_APP Supplemental (BGCM).Pdf,"1,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP2,000,000",2020-04-29,2020-04-29,../Data/Files/Pr/1601520480874114255f754360651fb_BGCM-04-07_PO.Pdf,2020-04-29,../Data/Files/Pr/160152048016635273415f7543608991a_APP Supplemental (BGCM).Pdf,"2,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP2,000,000",2020-05-02,2020-05-02,../Data/Files/Pr/160152048017532039905f754360cb492_BGCM-04-08_PO.Pdf,2020-05-02,../Data/Files/Pr/16015204808094148775f754360eed71_APP Supplemental (BGCM).Pdf,"2,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP6,240,000",2020-05-04,2020-05-04,../Data/Files/Pr/16015204819976409015f7543614af53_BGCM-04-09_PO.Pdf,2020-05-04,../Data/Files/Pr/16015204812139656165f7543616dcdd_APP Supplemental (BGCM).Pdf,"6,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
Canned Goods (Sardines) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP192,500",2020-05-01,2020-05-01,../Data/Files/Pr/160152048117999694415f754361b4fe7_BGCM-04-10_PO.Pdf,2020-05-01,../Data/Files/Pr/160152048120820476685f754361da115_APP Supplemental (BGCM).Pdf,100,"MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice (25kls) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP2,562,500",2020-05-28,2020-05-28,../Data/Files/Pr/160152048214247245935f75436230303_BGCM-04-11_PO.Pdf,2020-05-28,../Data/Files/Pr/16015204827649950055f7543627a4c4_APP Supplemental (BGCM).Pdf,"2,500.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
"Improvement Of Quarantine Facility At Evacuation Center, San Agustin Betis, Guagua, Pampanga","PHP198,000",2020-04-24,2020-04-24,../Data/Files/Pr/160152048218304706965f754362bfe55_BGCM-04-12_PR_1.Pdf,2020-04-24,../Data/Files/Pr/16015204831209003125f75436302728_APP Supplemental (BGCM).Pdf,1,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Construction Of 18 Units Of Quarantine Room At Guagua Community College, This Municipality","PHP76,800",2020-04-21,2020-04-21,../Data/Files/Pr/16015204833254977685f75436340f17_BGCM-04-13_PR_1.Pdf,2020-04-21,../Data/Files/Pr/16015204837059239225f75436365df3_APP Supplemental (BGCM).Pdf,18,"MUNICIPALITY OF GUAGUA, PAMPANGA"
350 Boxes Of Ascorbic Acid Vitamin C (100pcs/Box) To Be Given To The Vulnerable Constituents Of This Municipality (Senior Citizens & PWDs) In Related To COVID-19 Pandemic,"PHP210,000",2020-04-16,2020-04-17,../Data/Files/Pr/16015204834429379115f754363aab43_BGCM-04-14_PR_1.Pdf,2020-04-17,../Data/Files/Pr/160152048320552904255f754363cde98_APP Supplemental (BGCM).Pdf,350,"MUNICIPALITY OF GUAGUA, PAMPANGA"
Rice (25kls) To Be Used For Relief Operations In This Municipality During COVID-19 Pandemic,"PHP900,000",2020-05-29,2020-05-29,../Data/Files/Pr/1601520484647563355f754364217e1_BGCM-04-15_PO.Pdf,2020-05-29,../Data/Files/Pr/16015204842696230245f7543644d155_APP Supplemental (BGCM).Pdf,900,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Lunch And Dinner For PNP & Army Reservists Assigned At Checkpoints From April 16-30, 2020","PHP146,160",2020-04-16,2020-04-30,../Data/Files/Pr/16015242296997236735f75520593e42_BGCM-05-01_PR.Pdf,2020-04-16,../Data/Files/Pr/16015242292837779275f755205cb829_APP Supplemental (BGCM).Pdf,"2,436.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
"10 Pcs. Infrared Scanner Used By PNP At Checkpoints, MDRRMO Staff, & MSWD In This Municipality","PHP75,000",2020-04-01,2020-04-01,../Data/Files/Pr/160152423017486941205f7552061d107_BGCM-05-02_PR.Pdf,2020-04-01,../Data/Files/Pr/160152423017695732175f75520647163_APP Supplemental (BGCM).Pdf,10,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Meals Of PNP & Army Reservist Assigned At Checkpoints From May 1-15, 2020 & Snacks During Various Meetings","PHP189,960",2020-05-01,2020-05-15,../Data/Files/Pr/160152423020858388215f7552068f048_BGCM-06-01_PR.Pdf,2020-05-01,../Data/Files/Pr/16015242305095272565f755206eb3a5_APP Supplemental (BGCM).Pdf,"2,926.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
"Meals Of PNP & Army Reservists Assigned At Checkpoint From May 21-26, 2020","PHP59,040",2020-05-21,2020-05-26,../Data/Files/Pr/160152423112314982255f7552073d7c2_BGCM-06-02_PR.Pdf,2020-05-21,../Data/Files/Pr/1601524231969467665f755207641b8_APP Supplemental (BGCM).Pdf,984,"MUNICIPALITY OF GUAGUA, PAMPANGA"
10 Units Thermal Scanner To Be Used In This Municipality,"PHP65,000",2020-06-29,2020-06-29,../Data/Files/Pr/16015242325594214695f75520804584_BGCM-07-01_PR.Pdf,2020-06-29,../Data/Files/Pr/160152423212554079715f7552082e730_APP Supplemental (BGCM).Pdf,10,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Lunch & Dinner For PNP & Army Reservist Assigned At Checkpoint From July 12-15, 2020","PHP56,560",2020-07-12,2020-07-15,../Data/Files/Pr/160152423220435606765f755208716ae_BGCM-07-02_PR.Pdf,2020-07-12,../Data/Files/Pr/160152423212474686765f755208a7981_APP Supplemental (BGCM).Pdf,808,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"120 Pcs. Rapid Test Kit To Be Used For Testing Against Covid-19 & RHU Personnel, PNP, BFP & Army Reservist","PHP90,000",2020-06-29,2020-06-29,../Data/Files/Pr/16015242339105677885f75520911e19_BGCM-07-03_PR.Pdf,2020-06-29,../Data/Files/Pr/160152423314796545625f7552094aba3_APP Supplemental (BGCM).Pdf,120,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Lunch & Dinner For PNP & Army Reservist Assigned At Checkpoint From July 28-31, 2020","PHP51,310",2020-07-28,2020-07-31,../Data/Files/Pr/16015252519693010845f7556031c9dc_BGCM-08-01_PR.Pdf,2020-07-28,../Data/Files/Pr/160152525118308275825f7556034dc20_APP Supplemental (BGCM).Pdf,733,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Lunch & Dinner For PNP Assigned At Checkpoint From August 1-7, 2020","PHP49,000",2020-07-31,2020-08-07,../Data/Files/Pr/160152525115114788075f75560393542_BGCM-08-02_PR.Pdf,2020-08-01,../Data/Files/Pr/160152525118532644595f755603cb1b4_APP Supplemental (BGCM).Pdf,700,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"Lunch & Dinner For PNP Assigned At Checkpoint From August 8-15, 2020","PHP56,000",2020-08-07,2020-08-15,../Data/Files/Pr/16015252522525808095f755604287c4_BGCM-08-03_PR.Pdf,2020-08-08,../Data/Files/Pr/160152525211581365595f7556044d27f_APP Supplemental (BGCM).Pdf,800,"MUNICIPALITY OF GUAGUA, PAMPANGA"
2 Units Fogging Machine Petrol Engine Used In This Municipality,"PHP64,000",2020-08-04,2020-08-04,../Data/Files/Pr/160152525213745883875f755604906c0_BGCM-09-01_PO.Pdf,2020-08-04,../Data/Files/Pr/16015252529966807275f755604b7c40_APP Supplemental (BGCM).Pdf,2,"MUNICIPALITY OF GUAGUA, PAMPANGA"
"4 Liters Smoke Machine Solution, Fogging Machine Solution, And Facemask To Be Used In This Municipality","PHP317,787",2020-08-29,2020-08-29,../Data/Files/Pr/160152525313337060515f7556054102f_BGCM-09-02_PO.Pdf,2020-08-29,../Data/Files/Pr/16015252535692920185f75560566568_APP Supplemental (BGCM).Pdf,251,"MUNICIPALITY OF GUAGUA, PAMPANGA"
132 Boxes Soduim Ascorbate W/ Zinc,"PHP68,640",2020-09-10,2020-09-10,../Data/Files/Pr/16015252534179889175f755605b374e_BGCM-09-03_PO.Pdf,2020-09-10,../Data/Files/Pr/160152525320459126835f755605e7084_APP Supplemental (BGCM).Pdf,132,"MUNICIPALITY OF GUAGUA, PAMPANGA"
Purchase Of Goods,"PHP60,454",2020-03-26,2020-03-29,../Data/Files/Pr/160161130211138480345f76a62677247_IMG20200926174249.Jpg,2020-03-29,../Data/Files/Pr/160161130211956032965f76a626ddf3b_IMG20200928083204.Jpg,1,"Brgy. Igdanlog, Tobias Fornier, Antique"
Purchase Of Rice,"PHP59,450",2020-03-26,2020-03-29,../Data/Files/Pr/16018636772641825025f7a7ffd2baf0_PR Rice.Pdf,2020-03-29,../Data/Files/Pr/16018636771817024875f7a7ffd8bf5a_NOA Rice.Pdf,1,"Brgy. Igdanlog, Tobias Fornier, Antique"
Purchase Of Noodles And Sardines,"PHP49,500",2020-03-13,2020-03-16,../Data/Files/Pr/16019471962215797285f7bc63cdf1dc_CCF06102020_0002.Pdf,2020-03-28,../Data/Files/Pr/160194719719150911985f7bc63d3658f_CCF06102020_0003.Pdf,30,"Municipality Of Gitagum, Misamis Oriental"
"Surgical Mask, 50'S, 3-Ply - For The Hiring Of Contact Tracers Of DILG Region III","PHP594,560",2020-10-15,2020-10-28,../Data/Files/Pr/160196623620460240215f7c109cbe25f_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623612440361015f7c109ce1c98_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Full Face Shield, Acrylic, With Eyeglass Frame - For The Hiring Of Contact Tracers Of DILG Region III","PHP297,280",2020-10-15,2020-10-28,../Data/Files/Pr/16019662375791476295f7c109d1bbe6_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623712322789425f7c109d33cde_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Gloves, 50 Pair/Box, Latex - For The Hiring Of Contact Tracers Of DILG Region III","PHP1,021,900",2020-10-15,2020-10-28,../Data/Files/Pr/16019662375837697295f7c109d57f13_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623716466487275f7c109d86333_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
Digital Thermometer With Battery - For The Hiring Of Contact Tracers Of DILG Region III,"PHP371,600",2020-10-15,2020-10-28,../Data/Files/Pr/16019662376772745495f7c109da6c7b_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623720530131845f7c109dc27be_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Overall PPE Suit, Washable - For The Hiring Of Contact Tracers Of DILG Region III","PHP1,031,190",2020-10-15,2020-10-28,../Data/Files/Pr/160196623712379677195f7c109de3e8c_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623814777421405f7c109e14200_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Alcohol, 500ml, 70% Solution - For The Hiring Of Contact Tracers Of DILG Region III","PHP260,120",2020-10-15,2020-10-28,../Data/Files/Pr/160196623821183915115f7c109e32267_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623816935465555f7c109e4cce6_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Tissue, 12 Rolls, 3-Ply - For The Hiring Of Contact Tracers Of DILG Region III","PHP455,210",2020-10-15,2020-10-28,../Data/Files/Pr/160196623816842040605f7c109e6b78d_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/16019662386864427935f7c109e88e33_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Hand Soap, 500ml - For The Hiring Of Contact Tracers Of DILG Region III","PHP427,340",2020-10-15,2020-10-28,../Data/Files/Pr/160196623815795752785f7c109ebbcd1_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623818653812875f7c109ed460e_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Hand Sanitizer, 500ml - For The Hiring Of Contact Tracers Of DILG Region III","PHP278,700",2020-10-15,2020-10-28,../Data/Files/Pr/160196623919925498215f7c109f00b21_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623913325589095f7c109f22933_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
"Paracetamol, Branded, 500mg - For The Hiring Of Contact Tracers Of DILG Region III","PHP334,440",2020-10-15,2020-10-28,../Data/Files/Pr/16019662398256535535f7c109f42df0_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/16019662393310679365f7c109f56fbc_FINANCIAL BID FORM.Pdf,"55,740.00",Department Of The Interior And Local Government
"Vitamin C, Branded, 500mg - For The Hiring Of Contact Tracers Of DILG Region III","PHP501,660",2020-10-15,2020-10-28,../Data/Files/Pr/160196623913551146265f7c109f6f75f_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/160196623920858675535f7c109f88128_FINANCIAL BID FORM.Pdf,"55,740.00",Department Of The Interior And Local Government
"Cloth Bag, 12""H X 12""L X 2""W - For The Hiring Of Contact Tracers Of DILG Region III","PHP278,700",2020-10-15,2020-10-28,../Data/Files/Pr/16019662391338546675f7c109fa5da4_PR Supplies And Materials - CT.Pdf,2020-10-28,../Data/Files/Pr/16019662397154381375f7c109fc2fb2_FINANCIAL BID FORM.Pdf,"1,858.00",Department Of The Interior And Local Government
Two (2) Dimension Echocardiology System Physical Characteristics,"PHP5,200,000",2020-06-02,2020-08-02,../Data/Files/Pr/16019762043352864785f7c378c5d81c_PR 2020-05-0942.PDF,2020-06-18,../Data/Files/Pr/16019762046428024165f7c378cd36f6_Request Letter_Justification.PDF,2,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
Purchase Of Commercial Rice,"PHP17,100",2020-03-19,2020-03-23,../Data/Files/Pr/16020347664597745705f7d1c4e78d86_CCF06102020_0006.Pdf,2020-03-29,../Data/Files/Pr/160203476610064469265f7d1c4ec09a4_CCF06102020_0005.Pdf,9,"Municipality Of Gitagum, Misamis Oriental"
Purchase Of Rice & Goods,"PHP89,270",2020-03-26,2020-03-30,../Data/Files/Pr/160213700617551886845f7eabaee5bef_PR.Pdf,2020-03-30,../Data/Files/Pr/16021370079545498135f7eabaf29cee_PO.Pdf,1,"Brgy. Atiotes, Tobias Fornier, Antique"
Purchase Of Rice & Goods,"PHP100,044",2020-03-26,2020-04-03,../Data/Files/Pr/16021376655053887585f7eae416a148_PR004.Pdf,2020-04-03,../Data/Files/Pr/160213766516027992655f7eae41a6a9a_PO003.Pdf,1,"Brgy. Bagumbayan, Tobias Fornier, Antique"
Purchase Of Rice,"PHP30,890",2020-03-26,2020-03-30,../Data/Files/Pr/16021384519208729865f7eb153a8f79_PR Rice006.Pdf,2020-03-30,../Data/Files/Pr/16021384513345201605f7eb153de2a7_PO Rice005.Pdf,1,"Brgy. Barasanan A, Tobias Fornier, Antique"
Purchase Of Goods,"PHP42,440.5",2020-03-26,2020-03-30,../Data/Files/Pr/16021390752457072195f7eb3c3ef126_PR Goods004.Pdf,2020-03-30,../Data/Files/Pr/1602139076258198125f7eb3c432981_PO Goods002.Pdf,1,"Brgy. Igbangcal-A, Tobias Fornier, Antique"
Purchase Of Rice,"PHP27,410",2020-03-26,2020-03-30,../Data/Files/Pr/16021396493969778645f7eb60199dbf_PR Rice010.Pdf,2020-03-30,../Data/Files/Pr/160213964911302287985f7eb601c5428_PO Rice004.Pdf,1,"Brgy. Quezon, Tobias Fornier, Antique"
Purchase Of Goods,"PHP23,387.5",2020-03-26,2020-03-30,../Data/Files/Pr/16021398994654931725f7eb6fb05de0_PR Goods009.Pdf,2020-03-30,../Data/Files/Pr/16021398992599073355f7eb6fb42439_PO Goods006.Pdf,1,"Brgy. Quezon, Tobias Fornier, Antique"
Purchase Of Rice,"PHP39,000",2020-03-26,2020-03-30,../Data/Files/Pr/16021437121987343135f7ec5e027604_PR Rice002.Pdf,2020-03-30,../Data/Files/Pr/16021437126272827215f7ec5e06a477_PO Rice003.Pdf,1,"Brgy. Samalague, Tobias Fornier, Antique"
Catering Services For COVID19 Client,"PHP162,400",2020-07-24,2020-08-31,../Data/Files/Pr/16022156128835281035f7fdebc53c80_PR Catering20201009_11054515.Pdf,2020-08-31,../Data/Files/Pr/160221561218520478785f7fdebc83e38_JO Catering20201009_11074855.Pdf,1,LGU TOBIAS FORNIER
PURCHASE OF RICE,"PHP39,000",2020-03-26,2020-03-31,../Data/Files/Pr/16023717443773431505f8240a088a21_PR Rice002.Pdf,2020-03-31,../Data/Files/Pr/16023717449421202345f8240a0c545a_PR Rice002.Pdf,20,"Brgy. Samalague, Tobias Fornier, Antique"
PURCHASE OF GOODS,"PHP39,404",2020-03-26,2020-03-31,../Data/Files/Pr/160237184720118099235f82410744552_PR Goods007.Pdf,2020-03-31,../Data/Files/Pr/16023718475011172565f8241076d857_PR Goods007.Pdf,1,"Brgy. Samalague, Tobias Fornier, Antique"
Purchase Of Rice,"PHP47,920",2020-03-26,2020-03-30,../Data/Files/Pr/16024818696915842415f83eecd8ffcb_PR Rice002.Pdf,2020-03-30,../Data/Files/Pr/16024818693602293145f83eecdbd84d_PO Rice001.Pdf,1,"Brgy. Nasuli-A, Tobias Fornier, Antique"
Purchase Of Goods,"PHP59,735",2020-03-26,2020-03-30,../Data/Files/Pr/16024820028818606555f83ef5289679_PR Goods007.Pdf,2020-03-30,../Data/Files/Pr/16024820025876569345f83ef52c60b5_PO Goods006.Pdf,1,"Brgy. Nasuli-A, Tobias Fornier, Antique"
Purchase Of Rice,"PHP77,140",2020-03-29,2020-04-07,../Data/Files/Pr/16024824158540612195f83f0efb92d8_PR Rice009.Pdf,2020-04-07,../Data/Files/Pr/160248241516268827785f83f0efe5510_PO Rice003.Pdf,1,"Brgy. Cato-Ogan, Tobias Fornier, Antique"
Purchase Of Goods,"PHP112,910",2020-03-29,2020-04-07,../Data/Files/Pr/160248252618136534355f83f15eac79e_PR Goods008.Pdf,2020-04-07,../Data/Files/Pr/160248252612548304665f83f15ee5070_PO Goods006.Pdf,1,"Brgy. Cato-Ogan, Tobias Fornier, Antique"
Purchase Of Rice And Goods,"PHP43,963",2020-03-27,2020-04-01,../Data/Files/Pr/16024838461061746285f83f68645054_PR002.Pdf,2020-04-01,../Data/Files/Pr/160248384611386329035f83f68680398_PO003.Pdf,1,"Brgy. Igcasicad, Tobias Fornier, Antique"
Purchase Of Rice,"PHP21,560",2020-03-25,2020-03-30,../Data/Files/Pr/16024848919611506265f83fa9b8c2fc_PR Rice006.Pdf,2020-03-30,../Data/Files/Pr/160248489112067034675f83fa9baed58_PO Rice003.Pdf,1,"Brgy. Tene, Tobias Fornier, Antique"
Purchase Of Goods,"PHP28,736",2020-03-25,2020-03-30,../Data/Files/Pr/16024849967191852515f83fb042473a_PR Goods005.Pdf,2020-03-30,../Data/Files/Pr/16024849964953169825f83fb04498a8_PO Goods001.Pdf,1,"Brgy. Tene, Tobias Fornier, Antique"
Purchase Of Rice,"PHP92,400",2020-03-26,2020-03-31,../Data/Files/Pr/160248520118756929035f83fbd1c1aeb_PR Rice005.Pdf,2020-03-31,../Data/Files/Pr/16024852025441250775f83fbd20864a_PO Rice003.Pdf,1,"Brgy. Villaflor, Tobias Fornier, Antique"
Purchase Of Goods,"PHP92,320",2020-03-26,2020-03-31,../Data/Files/Pr/160248533518191278595f83fc57ae4b3_PR Goods010.Pdf,2020-03-31,../Data/Files/Pr/160248533517965083195f83fc57d9cc1_PO Goods008.Pdf,1,"Brgy. Villaflor, Tobias Fornier, Antique"
Purchase Of Rice And Goods,"PHP100,300",2020-03-30,2020-04-03,../Data/Files/Pr/16024855863654109845f83fd52c890f_PR002.Pdf,2020-04-03,../Data/Files/Pr/160248558613733750725f83fd52ec779_PO001.Pdf,1,"Brgy. Ysulat, Tobias Fornier, Antique"
Purchase Of Rice,"PHP18,665",2020-03-26,2020-03-31,../Data/Files/Pr/160256093918586436645f8523abd6dea_PR Rice005.Pdf,2020-03-31,../Data/Files/Pr/160256094016728240075f8523ac0c797_PO Rice003.Pdf,1,"Brgy. Igcapuyas, Tobias Fornier, Antique"
Purchase Of Goods,"PHP35,225",2020-03-26,2020-03-31,../Data/Files/Pr/160256101621141199665f8523f841cde_PR Goods010.Pdf,2020-03-31,../Data/Files/Pr/160256101617058210245f8523f898f7d_PO Goods008.Pdf,1,"Brgy. Igcapuyas, Tobias Fornier, Antique"
Purchase Of Rice And Goods,"PHP160,980",2020-03-26,2020-03-31,../Data/Files/Pr/160256133720569206235f85253946f06_PR002.Pdf,2020-03-31,../Data/Files/Pr/160256133711658743385f85253969cf4_PO004.Pdf,1,"Brgy. Pob. Sur, Tobias Fornier, Antique"
Purchase Of Rice,"PHP101,500",2020-03-26,2020-03-31,../Data/Files/Pr/16025615491760919995f85260d03632_PR Rice.Pdf,2020-03-31,../Data/Files/Pr/16025615497980465315f85260d21a05_PO Rice.Pdf,1,"Brgy. Pob. Norte, Tobias Fornier, Antique"
Purchase Of Goods,"PHP100,884.2",2020-03-26,2020-03-31,../Data/Files/Pr/16025617269502739715f8526be6885c_PR Goods.Pdf,2020-03-31,../Data/Files/Pr/160256172610214984245f8526be9393b_PO Goods.Pdf,1,"Brgy. Pob. Norte, Tobias Fornier, Antique"
