Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
FACE SHIELDS FOR SAFETY USE,"22,000.00",2020-09-21,2020-09-21,gppbgovph.com/data/files/pr/160067608715620299165f6860f773e6d_PR-Clinic.pdf,2020-09-22,gppbgovph.com/data/files/pr/160067608710964313725f6860f79d0e3_PR-Clinic.pdf,400,NORTHERN NEGROS STATE COLLEGE OF SCIENCE AND TECHNOLOGY
PURCHASE OF RELIEF GOODS (GROCERIES),"335,480.00",2020-03-17,2020-04-05,gppbgovph.com/data/files/pr/16007538322248301165f6990a8ca9a3_PROJECT REQUIREMENTS.pdf,2020-04-05,gppbgovph.com/data/files/pr/16007538333485141155f6990a90dcc0_ANNUAL PROCUREMENT PLAN.pdf,"17,960.00",MUNICIPAL GOVERNMENT OF BALER
PURCHAAW OF RELIEF GOODS FOR FAMILIES AFFECTED BY COVID-19,"245,264.00",2020-03-17,2020-03-31,gppbgovph.com/data/files/pr/160075383319038664755f6990a93b951_PROJECT REQUIREMENTS.pdf,2020-03-31,gppbgovph.com/data/files/pr/16007538332336043585f6990a970648_ANNUAL PROCUREMENT PLAN.pdf,"20,540.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF COFFEE,"512,500.00",2020-04-13,2020-04-27,gppbgovph.com/data/files/pr/160075383318792443915f6990a991f8d_PROJECT REQUIREMENTS.pdf,2020-04-27,gppbgovph.com/data/files/pr/160075383313187702985f6990a9bd8d4_ANNUAL PROCUREMENT PLAN.pdf,"2,500.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF MEALS,"210,300.00",2020-04-13,2020-04-30,gppbgovph.com/data/files/pr/160075383320128529615f6990a9e77a1_PROJECT REQUIREMENTS.pdf,2020-04-13,gppbgovph.com/data/files/pr/160075383411880454975f6990aa7c27a_ANNUAL PROCUREMENT PLAN.pdf,"2,794.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF PERSONAL PROTECTIVE EQUIPMENT AND MECICINE,"241,000.00",2020-04-13,2020-04-27,gppbgovph.com/data/files/pr/16007538346582196905f6990aaa1390_PROJECT REQUIREMENTS.pdf,2020-04-27,gppbgovph.com/data/files/pr/16007538346943417365f6990aada177_ANNUAL PROCUREMENT PLAN.pdf,900,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF DIESEL AND GASOLINE,"105,549.88",2020-04-13,2020-04-27,gppbgovph.com/data/files/pr/160075383517304753585f6990ab0c337_PROJECT REQUIREMENTS.pdf,2020-04-27,gppbgovph.com/data/files/pr/160075383512059369185f6990ab40136_ANNUAL PROCUREMENT PLAN.pdf,"2,944.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF NFA RICE,"250,000.00",2020-04-20,2020-05-04,gppbgovph.com/data/files/pr/16007538354258324685f6990ab6900c_PROJECT REQUIREMENTS.pdf,2020-05-04,gppbgovph.com/data/files/pr/160075383518764557205f6990aba02fd_ANNUAL PROCUREMENT PLAN.pdf,200,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF SUPPLIES AND DISINFECTION,"19,380.00",2020-04-23,2020-05-07,gppbgovph.com/data/files/pr/160075383520807459255f6990abc7a61_PROJECT REQUIREMENTS.pdf,2020-05-07,gppbgovph.com/data/files/pr/160075383517533792465f6990abf180c_ANNUAL PROCUREMENT PLAN.pdf,12,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF CANNED GOODS,"3,450,000.00",2020-04-27,2020-05-10,gppbgovph.com/data/files/pr/160075383619638302145f6990ac1fa1d_PROJECT REQUIREMENTS.pdf,2020-05-10,gppbgovph.com/data/files/pr/16007538369014451985f6990ac515e7_ANNUAL PROCUREMENT PLAN.pdf,"15,000.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF NFA RICE,"250,000.00",2020-04-30,2020-05-14,gppbgovph.com/data/files/pr/160075383620997579535f6990ac75954_PROJECT REQUIREMENTS.pdf,2020-05-14,gppbgovph.com/data/files/pr/160075383620062657355f6990acbbb56_ANNUAL PROCUREMENT PLAN.pdf,200,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF MEALS,"207,750.00",2020-04-30,2020-05-14,gppbgovph.com/data/files/pr/16007538367912574095f6990acddfec_PROJECT REQUIREMENTS.pdf,2020-05-14,gppbgovph.com/data/files/pr/16007538375825018145f6990ad1b15a_ANNUAL PROCUREMENT PLAN.pdf,"2,770.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF NFA RICE,"375,000.00",2020-05-07,2020-05-21,gppbgovph.com/data/files/pr/160075383719684245425f6990ad40d36_PROJECT REQUIREMENTS.pdf,2020-05-21,gppbgovph.com/data/files/pr/160075383713612545485f6990ad6c633_ANNUAL PROCUREMENT PLAN.pdf,300,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF PERSONAL PROTECTIVE EQUIPMENT (PPE'S),"60,000.00",2020-05-11,2020-05-25,gppbgovph.com/data/files/pr/160075383713939143085f6990ad9a351_PROJECT REQUIREMENTS.pdf,2020-05-25,gppbgovph.com/data/files/pr/160075383715142084275f6990adcade9_ANNUAL PROCUREMENT PLAN.pdf,100,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF SUPPLIES AND MATERIALS FOR COVID-19,"225,000.00",2020-05-11,2020-05-25,gppbgovph.com/data/files/pr/160075383817600165025f6990ae0125e_PROJECT REQUIREMENTS.pdf,2020-05-25,gppbgovph.com/data/files/pr/16007538383090610605f6990ae370d6_ANNUAL PROCUREMENT PLAN.pdf,155,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF SUPPLIES AND MATERIALS FOR COVID-19,"280,920.00",2020-05-13,2020-05-27,gppbgovph.com/data/files/pr/160075383811333408875f6990ae5b0f2_PROJECT REQUIREMENTS.pdf,2020-05-27,gppbgovph.com/data/files/pr/160075383817464309275f6990ae8a0ca_ANNUAL PROCUREMENT PLAN.pdf,1,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF MEALS,"178,950.00",2020-05-16,2020-05-31,gppbgovph.com/data/files/pr/160075383820107814535f6990aeadfe4_PROJECT REQUIREMENTS.pdf,2020-05-31,gppbgovph.com/data/files/pr/160075383811701943665f6990aee3a56_ANNUAL PROCUREMENT PLAN.pdf,"2,386.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF DIESEL AND GASOLINE,"46,457.96",2020-05-16,2020-05-31,gppbgovph.com/data/files/pr/16007538398083427085f6990af1225e_PROJECT REQUIREMENTS.pdf,2020-05-16,gppbgovph.com/data/files/pr/1600753839731546705f6990af45276_ANNUAL PROCUREMENT PLAN.pdf,"1,360.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF DIESEL AND GASOLINE,"62,828.60",2020-05-16,2020-05-31,gppbgovph.com/data/files/pr/16007538395983055145f6990af67924_PROJECT REQUIREMENTS.pdf,2020-05-16,gppbgovph.com/data/files/pr/160075383918268359465f6990af9c5fb_ANNUAL PROCUREMENT PLAN.pdf,"1,917.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF SUPPLIES AND MATERIALS FOR COVID-19 RESPONSES,"312,635.00",2020-05-21,2020-06-04,gppbgovph.com/data/files/pr/16007538392862435645f6990afc1a9b_PROJECT REQUIREMENTS.pdf,2020-06-04,gppbgovph.com/data/files/pr/16007538409276156795f6990b0282f6_ANNUAL PROCUREMENT PLAN.pdf,1,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF SUPPLIES AND MATERIALS FOR COVID-19 RESPONSES,"150,000.00",2020-05-21,2020-06-04,gppbgovph.com/data/files/pr/16007538402128269345f6990b08d380_PROJECT REQUIREMENTS.pdf,2020-06-04,gppbgovph.com/data/files/pr/160075384010168121975f6990b0bd5b3_ANNUAL PROCUREMENT PLAN.pdf,100,MUNICIPAL GOVERNMENT OF BALER
"REPAIR/IMPROVEMENT OF DESIGNATED QUARANTINE AREA/FACILITIES MULTI-PURPOSE EVACUATION CENTER, SITIO DUPAX, BRGY. SUKLAYIN, BALER, AURORA","1,850,000.00",2020-05-21,2020-07-19,gppbgovph.com/data/files/pr/16007538414665767565f6990b103f44_PROJECT REQUIREMENTS.pdf,2020-07-19,gppbgovph.com/data/files/pr/16007538413095720355f6990b135067_ANNUAL PROCUREMENT PLAN.pdf,1,MUNICIPAL GOVERNMENT OF BALER
"REPAIR/IMPROVEMENT OF DESIGNATED QUARANTINE AREA/FACILITIES MULTI-PURPOSE LIBRARY, BRGY. RESERVA, BALER, AURORA","300,000.00",2020-05-21,2020-06-19,gppbgovph.com/data/files/pr/160075384110725635635f6990b1599ec_PROJECT REQUIREMENTS.pdf,2020-06-19,gppbgovph.com/data/files/pr/160075384115301673595f6990b18aa41_ANNUAL PROCUREMENT PLAN.pdf,1,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF DIESEL AND GASOLINE,"45,647.90",2020-05-27,2020-06-10,gppbgovph.com/data/files/pr/16007538415607555055f6990b1b7ae0_PROJECT REQUIREMENTS.pdf,2020-04-27,gppbgovph.com/data/files/pr/16007538415610176175f6990b1e5ba8_ANNUAL PROCUREMENT PLAN.pdf,"1,309.00",MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF MEALS,"57,375.00",2020-06-01,2020-06-15,gppbgovph.com/data/files/pr/160075384213475452345f6990b214cc7_PROJECT REQUIREMENTS.pdf,2020-06-01,gppbgovph.com/data/files/pr/16007538423338163215f6990b243ec1_ANNUAL PROCUREMENT PLAN.pdf,765,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF EMERGENCY PRIVACY SHELTER,"550,000.00",2020-06-04,2020-06-18,gppbgovph.com/data/files/pr/160075384214455532465f6990b26ee6a_PROJECT REQUIREMENTS.pdf,2020-06-18,gppbgovph.com/data/files/pr/160075384214630902205f6990b29dced_ANNUAL PROCUREMENT PLAN.pdf,85,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF MEALS,"85,415.00",2020-07-10,2020-07-31,gppbgovph.com/data/files/pr/160075384217843550385f6990b2d98e7_PROJECT REQUIREMENTS.pdf,2020-07-10,gppbgovph.com/data/files/pr/160075384319669190715f6990b34a1f4_ANNUAL PROCUREMENT PLAN.pdf,"1,725.00",MUNICIPAL GOVERNMENT OF BALER
"REPAIR/IMPROVEMENT OF DESIGNATED QUARANTINE AREA/FACILITIES MULTI-PURPOSE EVACUATION CENTER (PHASE 2), SITIO DUPAX, BRGY. SUKLAYIN, BALER, AURORA","800,000.00",2020-06-19,2020-07-18,gppbgovph.com/data/files/pr/16007538437654872925f6990b387ffd_PROJECT REQUIREMENTS.pdf,2020-07-18,gppbgovph.com/data/files/pr/16007538435040868125f6990b3b2399_ANNUAL PROCUREMENT PLAN.pdf,1,MUNICIPAL GOVERNMENT OF BALER
PURCHASE OF COVID-19 RAPID TEST KIT,"272,000.00",2020-07-29,2020-08-12,gppbgovph.com/data/files/pr/160075384418456261025f6990b409a34_PROJECT REQUIREMENTS.pdf,2020-08-12,gppbgovph.com/data/files/pr/16007538449570124135f6990b43957e_ANNUAL PROCUREMENT PLAN.pdf,320,MUNICIPAL GOVERNMENT OF BALER
PROCUREMENT OF (WELL-MILLED) RICE,"91,350.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160109832418930524195f6ed254bc2f8_PR Rice002.pdf,2020-03-31,gppbgovph.com/data/files/pr/160109832412519342675f6ed254efbee_APP Rice001.pdf,45,"BRGY. ABACA, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"155,700.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160109847613370410135f6ed2ec3341c_PR Goods008.pdf,2020-03-31,gppbgovph.com/data/files/pr/16010984766317533245f6ed2ec65d4e_APP Goods006.pdf,1,"BRGY. ABACA, TOBIAS FORNIER, ANTIQUE"
"PROCUREMENT OF GOODS, GROCERIES, & RICE","91,254.00",2020-03-25,2020-03-31,gppbgovph.com/data/files/pr/16011020389516642295f6ee0d609580_pr.jpg,2020-03-31,gppbgovph.com/data/files/pr/16011020387211261245f6ee0d687842_app2.jpg,1,"BRGY. BARASANAN B, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF RICE,"44,000.00",2020-03-27,2020-04-06,gppbgovph.com/data/files/pr/160110312410348295705f6ee5140fc81_PR Rice001.pdf,2020-04-06,gppbgovph.com/data/files/pr/16011031244128141415f6ee51448b24_PR Rice001.pdf,20,"BRGY. DICLUM, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF GOODS,"36,135.00",2020-03-27,2020-04-06,gppbgovph.com/data/files/pr/1601103257953770025f6ee599b7be0_PR Goods005.pdf,2020-04-06,gppbgovph.com/data/files/pr/160110325719151057095f6ee599e8f00_PR Goods005.pdf,1,"BRGY. DICLUM, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF RICE,"40,600.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/1601105833532618205f6eefa98af5f_PR_RICE.jpg,2020-03-31,gppbgovph.com/data/files/pr/16011058337549345495f6eefa9e9298_PR_RICE.jpg,20,"BRGY. STO.TOMAS, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF GOODS,"56,470.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160110598213089332475f6ef03ee0704_PR_GOODS.jpg,2020-03-31,gppbgovph.com/data/files/pr/16011059834106404095f6ef03f34487_PR_GOODS.jpg,1,"BRGY. STO.TOMAS, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF RICE & GOODS,"177,504.00",2020-04-08,2020-04-23,gppbgovph.com/data/files/pr/16011064833532021795f6ef233c9002_PR001.pdf,2020-04-23,gppbgovph.com/data/files/pr/160110648416365751025f6ef23403969_PR001.pdf,1,"BRGY. FATIMA, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF (WELL-MILLED) RICE,"31,200.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160110682315469404645f6ef3871872c_PR Rice004.pdf,2020-03-31,gppbgovph.com/data/files/pr/160110682310862781435f6ef38754e1b_PR Rice004.pdf,15,"BRGY. DANAWAN, TOBIAS FORNIER. ANTIQUE"
PROCUREMENT OF GOODS,"43,875.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16011071899306531555f6ef4f574429_PR Goods009.pdf,2020-03-31,gppbgovph.com/data/files/pr/160110718914868116595f6ef4f5a22ed_PR Goods009.pdf,0,"BRGY. DANAWAN, TOBIAS FORNIER. ANTIQUE"
PROCUREMENT OF RICE,"27,675.00",2020-03-25,2020-03-30,gppbgovph.com/data/files/pr/16011077893803732485f6ef74dd59fe_PR Rice007.pdf,2020-03-30,gppbgovph.com/data/files/pr/160110779013596722925f6ef74e17526_PR Rice007.pdf,13.5,"BRGY. GAMAD, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF GOODS,"44,440.00",2020-03-25,2020-03-30,gppbgovph.com/data/files/pr/16011079259895568365f6ef7d547ce7_PR Goods.pdf,2020-03-30,gppbgovph.com/data/files/pr/160110792512913991025f6ef7d56f52f_PR Goods.pdf,0,"BRGY. GAMAD, TOBIAS FORNIER, ANTIQUE"
PROCUREMENT OF OXYGEN TANK,"15,740.00",2020-06-01,2020-06-08,gppbgovph.com/data/files/pr/160136848717781005415f72f1a7eb14b_pooxegyn.jpg,2020-06-01,gppbgovph.com/data/files/pr/16013684885918563105f72f1a82c82f_proxygen.jpg,2,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF MEDICAL SUPPLIES TO BE USED AT QUARANTINE FACILITY,"46,603.00",2020-05-08,2020-05-15,gppbgovph.com/data/files/pr/160136880216715833775f72f2e288ab7_pomedicalquaratine.jpg,2020-05-08,gppbgovph.com/data/files/pr/160136880218572780445f72f2e2d6c20_prmedicalquarantine.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF OFFICE SUPPLIES TO BE USED BY MSWD,"10,895.00",2020-06-16,2020-06-23,gppbgovph.com/data/files/pr/16014293025392791145f73df36d91cf_poaysi.jpg,2020-06-16,gppbgovph.com/data/files/pr/16014293039697304405f73df371f8fb_poaysi.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 3 MEALS FOR THE FRONTLINER,"61,760.00",2020-05-29,2020-06-30,gppbgovph.com/data/files/pr/160143148118329940245f73e7b9a3e9f_POfemasjune.jpg,2020-06-01,gppbgovph.com/data/files/pr/16014314815843160625f73e7b9e958b_PRfemasjune.jpg,15,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF MEDICAL SUPPLIES TO BE USED DURING COVID 2019,"18,540.00",2020-06-08,2020-06-15,gppbgovph.com/data/files/pr/160143200118747974525f73e9c15e54f_prreign.jpg,2020-06-08,gppbgovph.com/data/files/pr/160143200115513812935f73e9c1986e9_prreign.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF MATERIALS TO BE USED AT QUARANTINE FACILITIES,"20,225.86",2020-05-05,2020-05-12,gppbgovph.com/data/files/pr/16014325586973495385f73ebeed2202_POvilla.jpg,2020-05-05,gppbgovph.com/data/files/pr/16014325595861173835f73ebef126ea_PRvilla.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 28 BOX MILK POWDER 72'S 150GRMS,"105,714.00",2020-06-18,2020-06-25,gppbgovph.com/data/files/pr/16014346809964342725f73f438c96f3_img07232020_017.jpg,2020-06-18,gppbgovph.com/data/files/pr/16014346816722650535f73f439018c6_img07232020_016.jpg,28,"MUNICIPALITY OF PAETE, LAGUNA"
INSTALLATION OF COVID 19 QUARANTINE FACILITY II,"758,000.00",2020-08-03,2020-09-04,gppbgovph.com/data/files/pr/16014451183095604515f741cfe4b64b_Program Of Works Facility II.jpeg,2020-08-11,gppbgovph.com/data/files/pr/16014451187637819895f741cfe7e815_Facility II.pdf,62,"LGU - JAMINDAN, CAPIZ"
INSTALLATION OF COVID 19 BARANGAY QUARANTINE FACILITY,"1,000,000.00",2020-08-03,2020-09-04,gppbgovph.com/data/files/pr/160144550321086747205f741e7f50d4a_Program Of Works Facility.jpeg,2020-08-11,gppbgovph.com/data/files/pr/160144550317662039215f741e7f7327b_Facility.pdf,120,"LGU - JAMINDAN, CAPIZ"
PURCHASE OF RICE / GOODS,"143,095.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014464737204581105f74224997ecd_PR.jpeg,2020-03-31,gppbgovph.com/data/files/pr/160144647315016469165f742249b6549_PR.jpeg,0,"BRGY. ATABAY, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"29,000.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160144770215850559675f742716d7972_PR Rice006.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014477038786414555f74271707d60_APP Rice.jpg,14.5,"BRGY. BALLESCAS, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"41,145.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160144779717564731495f742775bc4da_PR Goods005.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014477977487969175f742775e7aa0_APP Goods.jpg,0,"BRGY. BALLESCAS, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"34,000.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160144936615767479985f742d9632140_APP Rice008.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014493664826813565f742d965cfb1_PR Rice009.pdf,17,"BRGY. BARASANAN C, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"45,000.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014494728685951435f742e009fa35_PR Goods005.pdf,2020-03-31,gppbgovph.com/data/files/pr/160144947215417991755f742e00c7600_APP Goods007.pdf,0,"BRGY. BARASANAN C, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"22,812.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014501185523972195f7430867b298_PR Rice008.pdf,2020-03-31,gppbgovph.com/data/files/pr/160145011816677461745f743086ad3da_APP Rice009.pdf,12,"BRGY. IGBALOGO, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"33,046.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160145020812581118315f7430e079309_PR Goods003.pdf,2020-03-31,gppbgovph.com/data/files/pr/1601450208477986665f7430e0a1d54_APP Goods004.pdf,0,"BRGY. IGBALOGO, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"30,000.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160145065713428805905f7432a16b4a8_PR Rice005.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014506571825659405f7432a1910fb_APP Rice008.pdf,15,"BRGY. IGBANGCAL B, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"37,210.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/160145073812670977535f7432f21cfd4_PR Goods003.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014507383014933065f7432f253bae_APP Goods007.pdf,0,"BRGY. IGBANGCAL B, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"25,025.00",2020-03-26,2020-03-26,gppbgovph.com/data/files/pr/160145189711776657575f74377953f3d_PR_rice.pdf,2020-03-31,gppbgovph.com/data/files/pr/160145189720366068715f743779a96fa_app_rice.pdf,13,"BRGY. IGCALAWAGAN, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"29,233.00",2020-03-26,2020-03-26,gppbgovph.com/data/files/pr/160145200315389475215f7437e397d60_PR_goods.pdf,2020-03-31,gppbgovph.com/data/files/pr/160145200313156858395f7437e3cbddc_app_goods.pdf,0,"BRGY. IGCALAWAGAN, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE / GOODS,"64,424.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014529684541965635f743ba8940e8_PR.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014529692762941345f743ba959718_APP.pdf,0,"BRGY. MANALING, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE,"25,200.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014536741393844275f743e6ac4c9e_PR_rice.pdf,2020-03-31,gppbgovph.com/data/files/pr/1601453675776877105f743e6b18b67_APP_rice.pdf,12,"BRGY. NAGSUBUAN, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"35,087.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16014537522072562235f743eb8911c2_PR_goods.pdf,2020-03-31,gppbgovph.com/data/files/pr/16014537527273412815f743eb8bbe45_APP_goods.pdf,0,"BRGY. NAGSUBUAN, TOBIAS FORNIER, ANTIQUE"
PURCHASE OR RICE,"63,000.00",2020-03-25,2020-04-09,gppbgovph.com/data/files/pr/160145435617475511735f7441145625c_PR Rice007.pdf,2020-04-09,gppbgovph.com/data/files/pr/160145435617033211295f74411484710_APP.pdf,30,"BRGY. PACIENCIA, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"84,626.50",2020-03-25,2020-04-09,gppbgovph.com/data/files/pr/1601454475433038355f74418b95f78_PR Goods002.pdf,2020-04-09,gppbgovph.com/data/files/pr/160145447514560435195f74418bbc0f7_APP.pdf,0,"BRGY. PACIENCIA, TOBIAS FORNIER, ANTIQUE"
CANNED GOODS (SARDINES) TO BE USED FOR RELIEF OPERATIONS IN THIS MUNICIPALITY DURING COVID-19 PANDEMIC,"176,000.00",2020-04-03,2020-04-03,gppbgovph.com/data/files/pr/16014814622105616025f74aaf66a7f7_BGCM-04-01_PO.pdf,2020-04-03,gppbgovph.com/data/files/pr/16014814625739120525f74aaf6b9051_Notice Of Award - BGCM-04-01 (Sgd.).pdf,"10,000.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
RICE TO BE USED FOR RELIEF OPERATIONS IN THIS MUNICIPALITY DURING COVID-19 PANDEMIC,"350,000.00",2020-04-07,2020-04-07,gppbgovph.com/data/files/pr/16014814635284365335f74aaf7204b0_BGCM-04-02_PO.pdf,2020-04-07,gppbgovph.com/data/files/pr/160148146316683988515f74aaf7429e2_Notice Of Award - BGCM-04-02 (Sgd.).pdf,200,"MUNICIPALITY OF GUAGUA, PAMPANGA"
BOLOGNA (350KLS) AND SIOMAI (400KLS) TO BE USED FOR RELIEF OPERATIONS IN THIS MUNICIPALITY DURING COVID-19 PANDEMIC,"69,250.00",2020-04-29,2020-04-29,gppbgovph.com/data/files/pr/160148146314295328735f74aaf77a6cb_BGCM-04-03_PO.pdf,2020-04-29,gppbgovph.com/data/files/pr/160148146320198873135f74aaf7b662a_Notice Of Award - BGCM-04-03 (Sgd.).pdf,750,"MUNICIPALITY OF GUAGUA, PAMPANGA"
POWDERED MILK (655G) TO BE USED FOR RELIEF OPERATIONS IN THIS MUNICIPALITY DURING COVID-19 PANDEMIC,"240,000.00",2020-04-27,2020-04-27,gppbgovph.com/data/files/pr/160148146311449149345f74aaf7df16a_BGCM-04-04_PO.pdf,2020-04-27,gppbgovph.com/data/files/pr/16014814645583225765f74aaf80e46b_Notice Of Award - BGCM-04-04 (Sgd.).pdf,125,"MUNICIPALITY OF GUAGUA, PAMPANGA"
PURCHASE OF RICE,"15,840.00",2020-03-25,2020-03-31,gppbgovph.com/data/files/pr/160151128613000161575f751f76130e1_PR Rice009.pdf,2020-03-31,gppbgovph.com/data/files/pr/160151128618862089685f751f763d4f4_APP Rice002.pdf,8,"BRGY. IGCABUAD, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"42,090.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16015113852960460265f751fd9661e1_PR Goods008.pdf,2020-03-31,gppbgovph.com/data/files/pr/16015113859946101715f751fd98f4b4_APP Goods003.pdf,0,"BRGY. IGCABUAD, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF RICE & GOODS,"69,603.00",2020-04-17,2020-05-01,gppbgovph.com/data/files/pr/16015130233142879875f75263f8eae2_PR.pdf,2020-05-01,gppbgovph.com/data/files/pr/160151302321087452265f75263fe1eed_app.pdf,1,"BRGY. IGDURAROG, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF MEDICAL SUPPLIES,"25,600.00",2020-06-24,2020-06-24,"gppbgovph.com/data/files/pr/16015137682288481905f7529282dfa5_PO 25,600.pdf",2020-06-24,"gppbgovph.com/data/files/pr/16015137683965834845f7529285cd80_PO 25,600.pdf",1,LOCAL GOVERNMENT OF LAUREL BATANGAS
PURCHASE OF RICE,"23,880.00",2020-03-26,2020-03-31,gppbgovph.com/data/files/pr/16015160735765629255f753229abb21_PR_RICE.jpeg,2020-03-31,gppbgovph.com/data/files/pr/16015160733777121835f753229d8cac_APP Rice006.pdf,12,"BRGY. IGTUGAS, TOBIAS FORNIER, ANTIQUE"
PURCHASE OF GOODS,"34,480.00",2020-03-25,2020-03-30,gppbgovph.com/data/files/pr/160151620417059186405f7532ac39e39_PR.jpeg,2020-03-30,gppbgovph.com/data/files/pr/160151620412727394345f7532ac5648d_APP Goods003.pdf,1,"BRGY. IGTUGAS, TOBIAS FORNIER, ANTIQUE"
POWDERED MILK (700G) TO BE USED FOR RELIEF OPERATIONS IN THIS MUNICIPALITY DURING COVID-19 PANDEMIC,"618,800.00",2020-05-13,2020-05-13,gppbgovph.com/data/files/pr/16015204791869829275f75435f68115_BGCM-04-05_PO.pdf,2020-05-13,gppbgovph.com/data/files/pr/160152047921105261405f75435f8f8ee_APP Supplemental (BGCM).pdf,"2,800.00","MUNICIPALITY OF GUAGUA, PAMPANGA"
